ID,Na23,Fe57,Zn66,Rb85,Mn55,K39,Se82,P31,Cu65,Mg25,Sr88,As75,Cd114,Ca43,Co59,Mo98,S34,Li7
1158,11.92317,21.065538,25.175201,34.4571,27.467566,6294.5303,2.858754,5270.2734,2.5525632,1755.866,5.065707,1.8565658,0.1340266,4196.312,0.28382903,1.4094712,4235.9062,2.7613695
1254,52.18803,19.816975,18.442804,38.689445,22.23088,6938.149,5.1180897,5164.982,2.4490507,1430.5818,6.2432876,1.6387006,0.094584964,4581.9863,0.31072298,1.6282741,3330.6086,1.5056858
1257,66.27166,19.344069,19.08591,45.06312,22.17882,6803.621,4.3431516,5289.832,2.3272612,1425.1079,6.816141,1.5729156,0.02578037,4604.1973,0.27591503,1.6868804,3764.1238,1.5546494
1317,34.091156,20.796108,21.828455,39.94284,26.891766,6427.6235,4.504281,5300.763,2.881996,1391.0453,5.9644623,1.5857799,0.17584834,4701.3296,0.2374557,1.0833274,3989.232,2.3032966
1552,24.29305,20.428625,19.503931,35.795746,22.383877,5945.4297,-2.9226637,5451.5493,2.3203669,1444.3966,7.2478766,1.7212313,0.05195912,5179.8823,0.27324829,2.0363197,3596.5493,2.4337935
1829,31.926956,19.859015,21.724602,36.576736,25.021727,6166.498,7.72411,5114.3467,2.7084343,1380.6597,6.4737105,1.8041232,0.18180819,4330.454,0.3271013,1.3869976,3768.4414,2.5700362
1853,71.187584,21.966625,19.532167,42.824745,23.683796,7311.843,14.255148,5366.3477,2.7085474,1311.7683,5.53613,1.8202233,0.08948222,4532.479,0.30373183,1.0041517,3844.5903,1.8858352
1872,35.519295,21.005348,20.077148,42.97671,24.550377,6230.8086,30.48399,4919.8115,2.7779799,1346.8481,5.5339394,1.7078009,0.03652739,4242.0996,0.28317273,0.89026964,3760.466,2.4847693
1890,27.406359,19.808475,19.81164,33.553143,21.604153,6265.809,1.4539262,5302.1597,2.6653466,1441.6521,6.2548327,1.919122,0.14116421,4514.5093,0.27882493,0.7136171,3501.4553,2.6718655
1925,38.117496,20.50029,19.482128,37.72724,22.175331,6212.4033,23.177399,5128.8237,2.695663,1444.873,5.1225147,1.9396297,0.036045227,4334.598,0.2858743,0.8680535,3295.494,3.086541
1954,63.4472,20.005573,20.171062,37.624016,25.058508,6235.663,9.581647,4944.9116,2.675442,1465.6233,6.2941008,2.1119199,0.1129327,4546.84,0.27013126,0.9316049,3782.6287,2.4565897
2016,34.818077,19.856585,19.461771,41.19097,24.623955,6272.5234,14.975209,5175.952,2.8473868,1349.2307,6.2623463,1.7250593,0.3297274,4296.6406,0.2701012,0.95209795,3436.7473,2.426205
2171,34.995697,20.906252,20.436678,41.08858,23.54561,6955.91,8.312916,5220.1367,2.508196,1388.1707,5.8300047,1.8849319,0.101721935,4606.8516,0.27712485,0.9723068,3489.8792,2.5768569
2202,33.551254,18.813929,20.03586,46.305565,22.632107,7558.115,11.806557,5136.047,2.966466,1388.2241,4.200781,1.7497973,0.08104643,3799.6172,0.28060555,1.3728027,3583.4023,2.133811
2276,32.11862,18.85281,22.236612,42.29811,21.824701,7227.986,27.296904,5199.8003,2.8090029,1402.0402,5.569734,1.7096505,0.112165645,4085.3354,0.26703167,1.3699613,3430.8223,2.7215238
2278,112.67737,19.889095,20.27154,37.92839,20.485884,7026.504,12.395389,5440.6646,2.9439864,1349.2384,6.1499543,1.9449171,0.09647645,4399.5664,0.27723187,1.0630718,3483.8643,2.5512576
2317,49.265667,19.832394,18.946985,37.81114,22.16394,7141.0195,13.479,5169.0386,2.7345526,1280.7893,4.7378235,1.6797029,0.10559042,4377.887,0.25602776,1.341289,3042.0664,2.8227277
4779,50.230114,19.614744,21.470589,41.516632,25.65842,7055.1943,27.528328,5329.027,2.801591,1513.458,5.727491,2.0213532,0.045217972,4032.174,0.26912335,0.86678225,4029.0308,1.5407977
4807,20.638115,19.981617,21.162222,43.782715,23.464254,6825.271,20.88524,5268.945,2.6099854,1534.2661,4.204471,1.6346412,0.06731099,3970.9724,0.42582676,1.2153037,4221.908,1.8616343
4826,90.72198,19.179844,22.276716,46.041542,21.708769,8333.913,36.78264,5356.817,2.5569215,1369.1497,5.4436483,1.4212247,-0.003250559,3884.3481,0.255488,1.6287612,3901.754,1.1507137
4884,84.15562,19.45604,20.165142,41.592117,21.754915,7393.3633,18.419374,5422.8833,2.7527163,1446.6847,5.6905923,1.9108522,0.08014557,4063.6443,0.2641788,0.8364556,3040.4646,2.4035375
4900,81.20096,18.807072,20.045065,47.16607,21.015759,7326.0176,19.21704,5176.3276,2.801209,1362.3568,5.8607817,1.6407201,0.16571026,4010.4326,0.27195132,0.847866,3589.6252,2.4699738
4958,36.915585,18.214668,23.166096,43.351665,20.937962,6701.369,20.771418,5195.119,2.5406208,1336.6716,5.8752866,1.8068166,0.13588828,4215.987,0.30240116,0.78099746,4119.4644,2.7021947
5023,69.68328,19.748251,21.525135,45.667297,23.508356,7484.5684,20.565487,5265.0317,2.9352288,1361.1854,5.7852716,1.4959081,0.23645045,3631.205,0.2992443,1.3330694,3582.1257,1.6592234
5104,27.654177,20.112394,25.947397,29.011139,40.430103,5014.27,12.152228,5522.6846,2.6500013,1381.5414,8.08818,1.4762316,0.5089853,4913.8804,0.31544322,1.3656535,4163.4995,2.3322139
5151,23.207626,18.718925,21.445868,42.769234,22.327908,7023.176,12.642597,5243.213,2.546867,1333.0858,5.690711,1.6970431,0.075759545,4129.863,0.7601988,1.2351344,3823.1296,2.06971
5165,61.58554,19.40914,19.178347,54.549717,22.209707,8104.3945,10.099669,5402.859,2.5638657,1647.2411,4.390143,1.7567126,0.13235113,3867.9958,0.30892205,1.117862,2867.0496,2.3544343
5210,35.169132,17.874428,22.027145,55.995747,25.579426,7614.6567,11.759957,5307.7373,2.6600592,1420.3977,5.448342,1.7311105,0.16518591,4090.5945,0.29915538,1.2831198,4066.7075,2.8432024
5236,51.903206,18.809114,22.019281,44.437992,29.260351,7243.2773,2.824814,5337.3027,2.979521,1364.7192,6.3317947,1.7187,0.21346472,4364.9727,0.4292906,0.92418545,3620.638,2.34522
5253,52.246193,18.609854,20.961618,48.588665,22.576574,6993.563,29.711521,5301.6353,2.773761,1280.2036,8.722997,1.596432,0.3163068,4109.314,0.28452495,0.7520522,3549.4016,2.2433007
5276,106.84203,19.486284,20.426699,41.254456,20.444277,7054.873,21.148104,5223.459,2.632799,1243.7762,6.6299453,1.6828507,0.116013736,4327.2026,0.36388952,0.80614483,3935.397,2.6608727
5349,28.49756,19.73147,19.300999,40.537426,22.06454,6010.12,17.824015,5233.597,2.9182577,1390.3312,5.1478586,1.6331434,0.09948422,4709.0786,0.29673126,1.5372235,3571.1528,2.6675174
5353,61.838215,20.49673,22.809526,38.995277,22.72276,6035.4873,17.443733,5121.8965,2.8278918,1403.4025,6.5987673,1.5463232,0.21488589,4355.311,0.26680025,0.87754196,3720.251,2.6677392
5486,40.76113,19.530579,22.619434,32.665,30.873222,5301.436,6.4126782,5369.197,3.095417,1339.5924,6.2663846,1.5224799,0.19109397,4609.9624,0.31384197,1.0347725,4152.52,2.1020384
5577,61.535297,19.140644,22.251207,44.243164,23.193209,7200.4365,15.423499,5298.2373,2.6029923,1281.7329,6.700525,1.6241136,0.14307037,4355.34,0.2743544,0.8379518,3681.676,2.1765237
5644,44.4301,18.454384,29.150232,47.394447,24.689432,7397.7676,19.763433,5160.944,2.5731976,1338.4551,6.4927983,1.6761543,0.028989946,4009.947,0.2646999,1.0554249,3745.248,2.2921216
5720,76.955376,19.744411,24.093472,44.78343,25.881897,6965.746,16.227573,5108.338,2.700542,1190.3972,5.8780327,1.4937967,0.13077368,3800.962,0.31583956,1.3001963,3999.6033,2.4988723
5726,43.71051,19.753197,18.308464,48.791603,22.139555,7402.4556,18.975826,5229.079,2.834853,1365.7255,5.3708196,1.6841398,0.079770386,3896.0317,0.30261585,0.9018059,3911.2473,2.0129738
5741,20.524876,19.002237,18.293137,45.874268,22.542389,7109.8003,14.767202,5244.796,2.5611305,1413.0371,5.781237,1.7901189,0.047848005,4345.855,0.26032338,1.701628,3707.7817,1.9861964
5748,30.666925,20.278063,19.525759,43.736607,21.792286,6813.711,13.272132,5461.5757,2.6268249,1379.5826,5.8608203,1.8963437,0.1485646,4302.482,0.3361296,1.0368469,3610.6882,1.9448723
5757,74.06318,19.617743,22.509832,39.110798,28.109606,6728.088,17.243868,5328.899,2.9335053,1416.4885,6.2989345,1.6941159,0.19708157,4233.7393,0.31294522,1.236406,3565.2815,1.72293
5768,36.2311,19.097593,17.294838,37.9062,21.657663,6512.365,0.99393666,5094.231,2.8424459,1345.9086,5.4008317,2.0447855,0.11221725,4622.878,0.29847354,1.2490575,3100.4177,2.4622962
5772,45.604477,19.125433,22.043364,54.300854,24.659527,8135.0596,8.33022,5200.152,2.6712618,1562.2031,4.874373,1.6879374,0.094557084,4118.469,0.8997891,0.6209991,3353.5444,1.3818506
5779,26.124123,18.251867,22.462538,52.794613,22.228876,7695.9707,27.801668,5131.0225,3.339446,1377.6049,4.265281,1.4317932,0.07572721,3441.102,0.27786687,1.6672078,4214.5537,2.3859668
5784,28.532116,18.898886,21.082893,45.568645,24.284958,7173.3486,8.753704,5347.514,2.4648263,1339.8845,6.285669,1.568028,0.07407705,4334.5254,0.26176694,2.0098436,3355.9138,2.6393516
5800,30.831871,19.010788,22.117,39.625515,30.574085,6124.217,3.604739,5177.5005,2.8694677,1280.625,6.995087,1.5857073,0.28850114,4308.115,0.26631913,1.3164624,3860.011,2.22462
5811,32.030872,19.903896,22.979004,40.101955,21.702553,6523.1157,10.1394615,5296.122,2.917844,1362.0393,7.4305696,1.6963016,0.23255481,4198.793,0.24594867,0.8916193,3511.31,2.2854404
5822,53.495033,18.74146,20.653225,36.246014,29.788736,7093.2827,4.7108464,5447.926,3.453834,1445.6085,7.2435675,1.5193123,0.14919245,4217.5464,0.26957053,1.9033022,3375.431,1.4275526
5830,33.812584,18.961105,20.26275,47.213898,26.2686,6989.483,4.045128,5179.4595,2.5175078,1521.3092,5.411311,2.054522,0.09038616,4001.2263,0.27851364,1.134332,3758.598,2.076176
5831,32.702522,18.713045,19.456116,40.87353,26.754816,6815.4067,5.2760043,5073.589,2.502294,1508.3572,5.363933,1.6544323,0.102094285,4316.1577,0.27600598,2.468772,2772.576,2.4819074
5832,60.717922,19.622686,19.790089,42.746544,21.622713,7242.4575,4.80333,5670.903,2.5802114,1593.3147,4.2341003,1.8940177,-0.024002522,4161.158,0.26910242,1.4186128,3020.4368,1.9290354
5837,25.212929,18.52957,23.072369,41.730568,34.662403,7218.982,7.780734,4994.8438,2.7344577,1310.1783,6.7733026,1.750847,0.49009058,4424.308,0.288346,0.83946055,2676.163,1.828019
5856,31.677818,21.634195,22.224434,38.346706,30.707611,6193.1147,3.5362828,5464.526,2.5316231,1425.572,9.847226,1.5324317,0.23494297,5769.11,0.29124868,1.365871,3892.321,1.8006122
5865,26.828356,19.924498,21.454966,36.96836,22.220503,6557.0654,2.9033668,5186.9956,2.559557,1518.074,6.804113,1.6263434,0.10980427,4454.926,0.29003423,1.1562681,3700.307,1.9389657
5867,37.033108,20.439417,18.190695,29.35482,20.78002,5846.979,-2.021873,5164.228,2.5103555,1611.8269,6.8491383,1.834106,0.04164548,4689.152,0.30269825,1.6906692,3413.0955,3.2417257
5874,29.79789,19.774132,19.793724,46.29368,24.954056,6781.689,9.555456,5192.945,2.5657346,1441.5903,5.257231,1.6905714,0.008777284,4025.1648,0.2661752,1.2166965,2740.5002,2.3874402
5890,18.381252,19.668234,21.29178,40.034695,22.542406,5859.155,10.472874,4942.6494,2.6124547,1478.4347,6.5249405,1.8131214,0.15776949,4234.339,0.3161514,1.1744372,3940.2004,2.4041886
5893,42.225792,18.911467,22.034657,43.693863,25.719355,6658.08,13.796106,5177.741,2.5478072,1416.2589,5.950622,1.7377697,0.1542956,4208.112,0.28416127,1.0091652,3806.224,2.2097478
5907,32.928257,19.733648,20.57037,45.156563,31.549965,6230.3975,1.4161139,4866.5903,2.3994093,1349.5397,7.5643787,1.7127151,0.2691977,4253.4976,0.28660735,1.0498391,3134.4675,2.7744987
5921,24.414688,19.12748,19.493376,45.704407,31.286737,5287.679,2.7354484,4867.1104,2.5216622,1460.0823,7.3434825,1.9097285,0.14862128,4637.93,0.27617842,0.93651986,2637.381,2.3180614
5950,39.5575,19.527065,22.660013,42.262268,36.271336,6353.739,9.699803,4968.0635,2.5254264,1320.8978,7.51077,1.595887,0.26805267,4718.972,0.28911826,1.1256785,3447.593,3.1399622
5984,33.27345,19.419218,22.828463,44.944187,29.571693,7259.662,7.8577957,5006.443,3.1298933,1366.6681,5.832247,1.5280412,0.23277985,3994.5552,0.28291297,1.0624603,3252.0425,2.1829526
5993,26.791983,18.133047,23.097748,45.566166,28.86905,6752.6455,5.152442,5247.9546,2.7257314,1422.7753,7.124455,1.7180208,0.24875247,4052.5596,0.26289004,2.3222346,2861.1055,1.9189142
6008,32.352997,20.290697,24.967163,41.78424,30.251688,6072.346,9.855345,5169.694,2.5177107,1399.8132,6.552236,1.637393,0.20539576,4291.087,0.3135362,0.7511994,3678.6143,3.0079436
6009,24.228413,19.71747,20.757067,40.29048,22.031403,6372.0815,-0.8774738,5285.859,2.652008,1664.6184,6.7586303,1.8819427,0.11520232,4844.801,0.27425244,1.3227904,3765.1406,2.0603135
6011,37.592907,19.495516,20.830713,37.25921,24.76107,5528.687,5.3680425,5280.538,2.4988341,1549.9143,8.046482,1.8632815,0.077372976,5073.085,0.2950279,1.3257459,4123.2812,2.3506444
6012,22.822594,19.59671,20.278961,40.93686,24.686232,5489.256,3.0499978,5216.993,2.2725022,1476.826,7.0492153,1.6995255,0.1940183,4991.2954,0.30141753,1.0985731,3382.6042,1.4062091
6013,26.277325,20.176119,20.344877,35.456707,29.094687,5529.452,6.7104,5495.2617,2.3466194,1448.8326,6.7830453,1.6023898,0.10628862,5396.9956,0.28914338,1.2424319,3636.032,2.0669897
6016,29.799759,20.747665,20.36407,37.855484,27.28743,6130.2485,1.4744179,5237.573,2.616676,1401.6127,6.542759,1.5132328,0.04418981,4953.189,0.2774095,1.7146593,3445.8333,2.1508074
6019,33.344234,19.370811,20.424164,36.15277,24.774982,6753.419,4.1055007,5432.608,2.444675,1654.2078,5.6179023,1.7193841,0.13031892,4795.1904,0.3362228,1.0361061,2974.2136,2.4578214
6020,40.2109,19.686815,20.256641,33.14845,26.37836,5669.262,2.7510073,5243.2227,2.2030277,1588.2588,6.47524,1.4984907,0.10897177,4996.1294,0.29951185,2.0667188,3229.9712,2.1221385
6021,37.671608,19.797052,21.40432,37.581,24.255535,6643.1807,4.3607926,5116.1885,2.6344335,1600.1644,5.410628,1.8655363,0.029849673,4224.738,0.2773827,2.6108694,3999.006,1.851287
6023,31.73317,19.99309,21.233515,37.64108,21.92696,6943.4062,15.808507,5454.626,2.5985436,1607.9565,5.4925637,1.8692409,0.10532605,4469.6206,0.25297874,0.7444298,3060.7861,2.5012512
6024,23.298603,20.413025,20.47823,41.134083,24.195026,6550.4326,10.451175,5327.7554,2.5977602,1582.0538,5.2144203,1.533852,0.020805294,4532.0703,0.34065273,0.9968866,3215.63,1.8515031
6025,42.623394,19.612036,20.575266,41.227055,23.36039,7114.325,5.5309377,5492.3486,2.587466,1530.6637,6.4317966,1.5425802,0.064605534,4191.348,0.28059036,1.5960538,3719.3127,2.3752363
6030,43.63798,19.387703,19.073639,38.278225,26.940193,7005.6714,4.209328,5406.765,2.6678646,1417.1831,5.505405,1.4419141,0.1522658,4467.978,0.44304088,1.746833,3713.4902,2.0305026
6034,27.147427,19.701757,22.325806,40.695976,23.373219,6804.8696,3.8190112,5137.5864,2.7832475,1467.934,4.6929636,1.6161631,0.11914764,4110.7637,0.28713474,2.103033,3756.17,1.948863
6035,27.29726,18.52144,21.06732,48.147156,27.369522,7958.943,13.843366,5177.4253,3.910906,1481.4829,4.778729,1.62837,0.10545156,4254.004,0.23847073,1.9372584,2969.0498,1.8741128
6036,31.099089,20.982946,20.690212,37.80754,26.974276,5984.0454,6.795601,5039.6245,2.7803612,1501.5596,6.2899036,1.5200598,0.069119036,4742.8516,0.34036717,1.194078,3370.7375,2.1632636
6038,46.23636,20.761837,25.164618,33.715267,23.450653,5662.6387,5.694966,5069.3413,2.6400478,1532.4973,6.3689156,1.6832845,0.10351259,4837.678,0.27826202,1.3669434,3398.6606,2.201248
6039,34.552082,19.89704,25.329525,42.21991,25.20191,7586.255,9.301184,5104.3813,2.6093748,1501.1278,4.912114,1.893612,0.062826864,3946.354,0.2629581,0.9238698,3524.5676,1.5368358
6040,27.464914,20.636572,18.757252,41.431316,23.172052,7396.8916,7.174934,4871.2935,2.2882059,1704.5763,4.5852313,2.0163238,0.08451743,3911.4146,0.29697788,0.8645385,3061.9084,3.057971
6041,32.73204,19.2054,32.820858,38.787746,25.726063,7257.6772,4.5182114,5168.8325,3.01889,1474.0217,5.4243474,1.887829,0.15749697,4025.0151,0.27581638,0.965379,3372.7754,1.2890656
6042,34.330524,20.114172,20.984692,36.18973,24.778736,6348.024,6.8836904,5375.029,2.7068412,1538.8276,6.412726,1.5459471,0.07154699,5218.5703,0.26784703,0.99575603,3278.8245,2.145158
6043,31.64537,20.427088,19.521067,42.379402,24.018501,7303.196,7.1735168,5255.0386,2.6799707,1522.4406,5.6112776,1.5297471,0.05179101,4210.416,0.2708921,1.006163,3943.9563,1.4393011
6046,39.474236,19.783413,21.270592,47.01942,24.301691,7745.1714,12.330745,5403.469,2.986336,1464.2404,5.1715555,1.5024071,0.15111253,4100.415,0.2792626,1.2933381,3824.516,1.5001545
6064,40.80656,20.369568,31.685968,32.730103,25.7176,5589.363,6.2656927,5331.4756,2.497827,1414.1882,6.456254,1.7775854,0.04916028,5297.9233,0.29143423,1.4558553,3876.839,2.2733366
6069,42.573727,20.061481,20.459116,42.357143,22.191858,7306.2803,12.042764,5645.012,3.1673098,1649.2007,6.094514,1.9129062,0.09576225,4909.062,0.27516252,0.85589606,3978.8762,1.6311076
6070,20.699892,19.272152,20.531317,40.602966,23.411848,6145.8887,11.540628,5370.8975,2.5335433,1531.6709,6.315058,1.5655438,0.16487278,4608.066,0.29094905,1.0823737,3621.5654,1.7169029
6071,40.79397,18.927988,18.94286,43.083153,28.364218,7172.3276,6.586554,5570.3774,2.705464,1588.9027,6.449297,1.6029235,0.15094686,4536.1987,0.28594562,1.4901482,3765.0017,1.5382875
6073,49.455467,20.825384,20.02692,37.674454,24.136858,5685.455,7.0003195,5248.9727,2.589617,1349.1449,5.1302934,1.7852328,0.06346197,4231.834,0.4564846,1.9888691,3708.172,1.853716
6074,84.638855,20.43686,21.252586,32.426376,21.552385,6480.3916,5.169931,5338.9634,2.58624,1456.4014,4.281875,1.6476378,0.05956025,4414.591,0.28469032,1.6235394,3765.6423,2.364733
6076,29.056864,20.59347,20.952028,34.8031,26.886091,6208.9097,6.879701,5088.3657,2.425392,1482.195,5.5539637,1.4710108,0.038780484,4730.3965,0.312251,1.3882568,3379.749,2.1298485
6085,144.2629,19.207523,20.034756,39.627365,23.77867,6755.2676,8.705301,4992.3223,2.620851,1491.87,6.613858,2.3035474,0.33966428,4679.672,0.24113445,1.1592,3526.4685,4.4630194
6086,21.957518,18.69672,18.871843,46.364826,22.785631,6648.1943,-0.03695364,5100.895,2.3649893,1463.9824,4.8184,2.0123713,0.034072522,4243.83,0.27231145,0.85802436,3723.1213,2.9306836
6088,51.856483,20.143307,19.746914,39.892784,23.987082,6200.095,8.439937,4919.1753,2.968926,1475.0471,5.296487,1.6187094,0.11493174,4231.233,0.3315114,1.2959125,3499.4968,2.9371645
6090,39.05736,19.618042,21.699736,40.167168,25.478085,5920.46,5.366165,5236.0366,2.4399405,1445.0681,5.8976803,1.7619038,0.16156389,4913.807,0.26653323,1.3418306,3606.44,2.7967024
6092,36.993683,19.934042,20.96237,40.335014,25.78905,7369.0566,7.9185753,5186.8926,2.5723693,1404.5305,5.613383,1.7173084,0.065796375,4196.094,0.32815155,2.3230093,3667.7583,2.763658
6094,35.55938,20.499117,18.914957,36.8148,25.920866,6448.6973,3.6429293,5098.8726,2.4744258,1412.0518,5.988656,1.7352778,0.068870135,4651.513,0.28201953,2.0119328,3716.5447,2.8364024
6097,25.797478,18.90628,19.56664,43.43071,29.652744,7093.303,8.613529,5069.817,2.5201435,1380.9011,5.5423446,1.6943601,0.104388066,4541.7036,0.2960718,1.8957454,3402.5571,2.4832022
6098,38.792168,19.05795,18.181738,34.072407,17.23777,6911.9375,-3.3659139,5093.571,2.777527,1708.8411,4.9278255,1.7704895,0.4476779,3990.7673,0.3512109,3.0218995,2835.1194,2.2358537
6099,52.90141,19.836267,22.22166,39.420902,25.014915,7161.704,6.5078015,5249.2163,2.794099,1577.814,4.740562,1.5017841,0.11808033,4179.818,0.30419508,2.7027206,3411.254,2.5489533
6100,39.327675,20.281971,19.955257,38.276382,19.88419,6250.1304,1.2230401,5226.521,2.5851462,1484.2596,5.941322,2.0286894,0.02160313,5017.5967,0.29006284,0.74408203,3218.0386,3.2862527
6102,76.815186,18.65006,25.711752,40.022606,26.944767,7150.153,2.6669083,4891.8247,2.6951783,1411.6134,5.6945443,1.488818,0.18083021,3984.7227,0.34881267,1.4933008,3548.1433,1.9858902
