ID,TYPE,Na23,Fe57,Zn66,Rb85,Mn55,K39,Se82,P31,Cu65,Mg25,Sr88,As75,Cd114,Ca43,Co59,Mo98,S34,Li7
8234,Feuille,847.7812,143.30869,91.54604,379.3661,236.41931,65269.23,76.844696,16903.936,8.2482195,4219.805,63.828007,0.8997803,2.323719,43385.62,2.365279,5.6204424,12707.628,15.457156
8235,Feuille,810.72546,136.78078,93.81614,421.5396,236.01503,72195.38,106.17832,15474.329,8.147668,4856.2393,61.48375,0.8643837,2.263518,41384.87,2.3508008,2.9983857,16254.99,14.09181
8236,Feuille,727.10846,137.41249,104.77422,366.53918,260.96216,64388.902,72.43672,16676.377,8.897559,4955.652,70.41077,0.9992543,3.3614988,41900.094,2.75186,6.0314555,12309.934,14.366268
8237,Feuille,984.1458,144.49547,91.205696,339.60648,211.34726,68298.14,66.597534,15938.265,7.8656664,5072.968,68.23229,1.1631709,2.6782823,41443.39,3.2816343,4.469578,13337.736,14.178695
8238,Feuille,915.44763,137.04909,89.66446,449.13318,236.63477,73660.39,79.99888,14813.232,7.1818213,4738.987,67.43142,0.92289907,2.5028794,42417.938,2.150789,5.217951,13289.435,15.020294
8239,Feuille,1202.8755,138.49895,92.899315,423.38177,233.7059,79116.84,85.68672,14077.281,7.68775,4483.7725,63.05859,0.8799339,2.683078,39869.223,2.3711736,4.5284505,13464.04,15.069128
8240,Feuille,777.76917,142.5427,106.18323,400.0575,242.5615,74666.73,74.41338,17940.074,8.994694,4167.7754,60.189003,0.96776736,2.9625332,39238.773,2.1486068,4.5608654,11163.473,14.598002
8241,Feuille,919.4509,138.69388,89.61273,364.75974,209.79282,67240.21,77.09118,15638.714,8.209236,6425.217,66.46186,1.033179,2.2835639,46095.812,2.4864988,4.0924873,13063.185,15.146552
8242,Feuille,725.2158,141.52103,93.17121,386.36307,233.48941,67557.945,73.20063,15607.388,7.401292,5190.6113,68.54735,0.9149754,2.2574096,42075.05,2.1699376,19.944878,12979.785,14.57178
8243,Feuille,841.15924,136.54984,99.93708,385.96558,239.98325,76189.09,66.03014,15791.28,7.1577945,5455.4546,65.056725,1.0733161,2.283562,39615.86,2.642858,7.5328765,11579.972,14.200734
8244,Feuille,151.18233,135.53381,100.87197,421.97162,234.0673,66436.87,73.10007,15059.801,9.125796,4148.124,61.964195,0.94324625,2.8627534,38188.98,2.6980457,8.654157,11540.95,14.560495
8246,Feuille,1376.6864,141.47923,87.9053,400.56516,230.40532,74637.23,69.21606,16557.156,7.4810286,5188.998,66.360275,0.9581349,2.183652,42796.49,2.4719207,6.8908777,13076.138,14.082917
8247,Feuille,951.5534,145.39111,91.34804,360.2677,243.83589,67497.336,66.442154,16199.876,6.871551,4887.8726,74.22343,1.0715343,2.6285944,46035.0,2.4596434,8.402777,12013.558,14.998993
8249,Feuille,1158.4828,145.42667,94.74243,354.0641,222.41408,64565.88,69.63597,16477.602,7.666815,4709.4395,65.68584,1.0994474,2.398345,41398.08,3.1128774,16.556755,13379.108,14.081975
8256,Feuille,1083.3962,143.06017,86.70957,352.96262,228.53561,61118.984,66.010445,13629.625,7.89238,5177.7974,73.984825,1.0007364,2.2812536,52096.7,2.081392,8.015839,11572.345,15.143872
8258,Feuille,1172.759,140.31873,94.94832,379.65176,230.30255,68587.516,65.14672,16147.021,7.6376696,5046.8975,69.884926,1.0226759,2.4447343,44091.38,2.0943258,8.838151,11892.563,14.468849
8259,Feuille,1243.0566,142.64398,87.67913,382.00125,225.01181,68168.0,61.276844,17427.443,7.2193465,4915.117,70.47893,1.0475216,2.5417347,42187.598,2.0938747,10.818002,12284.979,14.052394
8264,Feuille,926.22546,138.46576,86.95402,433.28107,217.23079,82193.77,72.75313,15109.805,6.8093414,4876.3604,64.812256,1.030501,2.4643633,39254.19,3.7440197,5.2595077,13266.918,13.808171
8283,Feuille,1307.5497,136.5577,89.29415,443.83774,233.82246,80105.82,80.27349,17112.53,7.567521,5176.89,64.634315,0.94048786,2.5054352,40504.945,2.2596436,3.895958,13008.305,13.656499
8284,Feuille,682.6411,142.22545,87.78916,414.11407,236.36636,73129.59,64.6079,14898.492,7.385796,5365.665,71.03931,0.9306426,2.1724336,46045.074,2.2649307,5.471131,13074.355,15.513683
8285,Feuille,1088.9414,142.14598,87.89992,430.08383,239.95613,78062.3,58.651085,17631.424,6.908938,5309.4707,63.105133,1.1316715,2.3663454,38820.168,2.7572846,3.7176042,12185.132,13.7642145
8290,Feuille,1280.3689,139.4004,89.52537,407.68005,236.4874,71161.805,79.38034,16000.097,7.56381,4759.1616,57.831726,0.99968773,2.1622171,39382.336,2.4356859,4.3056173,13008.242,14.307792
8297,Feuille,1046.8536,138.88638,94.57902,460.45395,237.55292,73793.03,59.4181,13968.243,9.105136,4842.682,63.20119,0.8911231,2.5700316,42093.227,2.722705,7.5124035,11314.286,15.410204
8306,Feuille,719.4578,137.9896,92.18098,400.25897,234.15495,77332.49,74.02062,15991.344,8.756073,4430.8105,60.94085,1.1170588,2.1748793,37844.043,2.3439326,3.4901876,13305.844,14.205914
8307,Feuille,885.15643,140.45099,101.80939,436.16364,233.45268,78574.26,68.981514,16307.551,9.319878,4401.3716,66.718704,1.1515454,3.0735424,40245.156,2.316131,3.6920307,13603.358,15.275447
8311,Feuille,1373.2548,135.61412,96.13725,442.94528,219.09131,76751.43,73.97263,15975.678,7.534865,5122.878,64.38267,0.91955507,2.327726,39800.78,2.8778076,6.1469293,12068.136,13.533014
8312,Feuille,706.15594,144.83865,97.49686,368.01672,233.81186,68492.95,66.314865,15163.618,8.265494,5239.5083,74.10546,0.91392,2.506243,44144.22,2.2400198,4.8429565,12628.591,14.04189
8326,Feuille,940.0368,137.19966,84.53163,421.8452,215.90671,72390.81,79.091125,16607.363,7.4589667,5362.8853,60.748947,1.0305368,2.139166,39278.21,1.74119,3.3257794,12283.736,14.372236
8334,Feuille,1154.8104,143.89198,82.3165,441.74677,218.55136,78998.77,67.259796,16575.604,5.8373747,5035.6997,69.2856,0.9340627,2.3348641,43958.0,2.1923563,2.226917,11766.727,15.170279
8335,Feuille,1030.8138,141.6778,86.854385,383.46857,224.53653,71771.086,57.306366,17635.285,6.996585,4722.7236,66.65166,1.094134,2.3420234,40647.14,3.614479,9.755265,11472.261,14.045461
8337,Feuille,901.8996,139.2743,91.24277,367.267,228.65944,68169.96,77.207306,17721.19,7.9565825,4745.706,62.7363,0.9637256,2.1837375,39907.035,2.1874075,8.196435,14302.366,13.830119
8343,Feuille,737.5763,139.52567,102.30211,383.11954,263.14337,68242.1,76.5119,16408.863,8.261178,4982.131,69.70375,0.9736191,2.4401147,42398.41,2.0711088,0.81666315,12143.045,14.856251
8351,Feuille,1335.521,135.333,91.07318,408.10547,226.57237,68332.625,85.27533,17070.54,7.5778637,4969.2524,63.442017,0.93713087,2.3971994,38579.17,3.1868858,4.8951564,13237.655,14.0906315
8354,Feuille,1009.3376,142.37572,84.1854,391.255,218.14174,67530.89,53.20521,15808.489,8.074059,5534.8506,77.18511,0.90689194,2.33266,48155.082,1.825615,5.906907,10864.324,15.548258
8357,Feuille,873.2638,143.34373,89.11482,450.45877,221.52585,86591.21,68.11593,17001.979,7.7816353,4634.463,63.112495,0.9432285,2.1765203,40782.54,2.8871157,4.37783,12546.429,14.479942
8365,Feuille,996.0692,137.83484,90.44651,421.1704,221.35089,78789.07,72.25817,17052.367,7.2482996,5463.456,64.78775,0.9637614,2.455196,40233.543,2.7875974,3.806784,12205.937,13.350681
8366,Feuille,1081.5027,143.90471,86.67818,422.52475,224.54602,76782.69,88.859474,16786.541,7.0230393,4811.0254,66.9457,1.1756662,2.2920244,41366.562,2.5232441,5.4184923,14810.734,14.532371
8369,Feuille,817.1876,145.37515,88.79855,386.95184,207.55817,66345.12,46.872475,19149.553,7.367392,5089.3267,68.57925,1.0863106,2.1578076,43054.746,2.6134405,9.229169,9422.647,14.3000345
8376,Feuille,764.91174,137.29053,88.40754,387.29492,220.2077,67633.47,76.66792,17339.816,8.461052,5216.941,66.7426,1.0004259,2.3349588,41827.363,2.5210042,8.417327,13343.322,14.2265625
8386,Feuille,1175.5042,144.64883,95.11564,363.41904,231.68831,64012.355,71.24493,16213.738,7.766549,5287.889,72.71464,0.9000734,2.5416605,43551.38,2.3895998,3.7245753,13674.45,14.604436
8387,Feuille,1040.8794,144.43312,89.70835,367.73593,232.55705,64951.016,71.49798,15566.653,7.5579033,6028.818,70.26453,0.871912,2.2341893,47369.85,2.5179229,3.1638682,12662.034,14.767811
8419,Feuille,931.0669,138.82605,88.99148,391.72174,275.91583,78278.74,63.867985,14870.745,8.641829,5194.7485,65.62063,1.0486333,2.2593486,39660.777,2.3052561,0.9553528,13134.29,14.0039835
8420,Feuille,1101.5028,145.30994,91.70948,464.55032,232.56221,72910.63,77.55656,14727.134,7.843647,5842.6196,70.51932,0.96353555,2.7032013,41944.367,2.693358,7.115199,12909.227,13.905795
8422,Feuille,891.9433,144.3481,101.17595,329.3105,247.69658,62263.023,59.90395,15320.203,9.342519,4521.278,66.34702,0.91219234,2.481547,42011.844,2.7257414,12.043371,10975.522,14.778012
8424,Feuille,1006.5362,138.27057,90.518005,450.25897,225.85649,77496.4,74.42649,16704.637,8.005279,4635.0024,64.485725,0.96322954,2.3401814,40635.027,2.1141725,3.266863,12507.161,14.187984
8426,Feuille,890.3979,137.08907,95.98116,465.53625,234.55421,80917.34,79.9382,17687.213,7.765656,4444.4136,62.188393,1.0514567,2.9548757,37595.2,2.753065,4.551338,13123.3125,14.092329
9057,Feuille,864.7759,135.5486,93.39997,398.20486,222.48755,70532.01,67.026794,16407.78,7.6852355,5182.958,67.87406,1.1082202,2.5013258,41939.723,2.11892,5.05749,10881.323,14.509046
9058,Feuille,1279.2874,140.21608,103.771545,382.9194,225.85251,78497.67,73.172264,14723.726,9.745581,4394.6333,69.015114,0.93595374,2.533123,40440.113,2.4169335,4.5515933,12532.145,13.5816145
9067,Feuille,1362.8605,138.03658,88.0502,408.5079,227.63684,78747.68,80.02451,14542.825,6.7127986,4807.2393,64.97965,0.96690065,2.4478073,44783.152,2.8140504,6.3446,14846.489,13.063826
9069,Feuille,1903.0482,142.2424,94.20155,379.40585,226.53964,74330.055,83.048805,15829.229,7.507805,5276.0903,63.769253,0.99722457,2.2736661,39837.55,3.001986,5.3250027,14920.146,13.210483
9070,Feuille,2393.514,139.51413,86.861,405.51044,219.49031,71211.14,101.408745,16411.973,7.4415765,5029.926,66.07925,1.0288736,2.27453,40902.53,2.150243,6.7635775,16189.451,14.12504
9075,Feuille,1467.8055,134.71353,96.04479,408.70413,231.56,71500.24,94.89818,14581.535,7.3246784,4406.014,62.57713,0.8904671,2.722726,38007.19,2.7480922,6.4966393,16738.107,13.390635
9078,Feuille,2221.084,138.89598,91.182846,355.5315,236.00371,75152.31,79.88154,15337.744,8.855978,4382.195,59.4942,0.8871364,2.6646173,35984.547,2.466877,8.455735,16068.015,13.052699
9079,Feuille,1665.5482,139.91823,80.97635,425.06424,217.47786,73094.73,94.2385,14361.891,6.975967,4046.041,66.67305,0.88691926,2.5621886,39733.17,2.8616924,6.4205003,15131.468,13.857199
9081,Feuille,1312.3868,132.89024,93.65753,414.77948,218.29521,72019.14,84.08237,14991.195,7.5112424,5242.5137,60.759327,0.96498835,2.246764,38484.5,2.1925652,5.7822046,14220.856,13.785947
9084,Feuille,1367.2998,140.79749,98.16059,411.64062,234.58188,77986.65,90.90248,14595.873,7.663721,4208.739,68.203896,0.8904605,2.7767057,41522.117,2.3552918,6.687203,14576.252,13.973499
9085,Feuille,1682.7216,142.22551,87.96978,436.26038,227.90245,76325.33,85.74535,14777.298,6.2943473,4430.337,68.01775,0.93969846,2.5328383,41739.254,2.2934828,6.7198935,14993.024,14.590667
9089,Feuille,1222.8901,138.11026,89.88069,387.38263,226.95654,66120.7,97.29873,16571.13,7.1821737,4807.2627,68.34256,1.1392354,2.3673506,40295.07,3.4077842,5.1051755,14427.972,14.114103
9091,Feuille,2054.955,137.06912,88.52641,402.74954,211.85692,73922.195,84.08601,17820.576,8.296092,4547.095,60.276608,0.91408074,2.314688,38185.418,2.4871383,9.386321,15767.298,12.85701
9095,Feuille,1914.174,136.72343,87.89775,476.7198,207.59308,79955.48,115.7741,17224.1,7.978819,4692.1455,58.861492,1.0196513,2.117475,34962.195,2.2224548,8.346541,17700.697,13.469874
9099,Feuille,2006.5398,138.43762,87.72203,427.98938,220.01112,72043.25,80.68994,16537.621,6.7980957,4749.0923,65.92477,0.920031,2.352629,42293.594,2.3564668,6.6581774,14601.25,13.817778
9100,Feuille,1072.4376,137.71109,98.22609,388.77145,235.33272,71962.63,73.30005,17642.705,7.9548736,4498.288,66.13828,0.8783542,2.4890206,41691.59,2.7927701,5.899933,13194.943,14.192118
9102,Feuille,2215.9768,140.84933,94.54521,397.9134,224.86488,67393.766,81.0638,14877.863,7.763843,5070.3804,63.81715,0.91289556,2.0466678,41914.55,2.5874348,5.1619916,12543.572,14.80606
9103,Feuille,3765.4534,141.76732,88.476,424.29526,226.23201,70806.06,82.53863,16430.482,7.65759,4838.8545,58.880287,0.9316544,2.20813,40741.76,1.9710478,5.502295,13984.753,14.669568
9104,Feuille,985.9267,135.27322,90.16275,475.72003,216.9449,88213.27,92.78245,17482.723,8.2140045,4155.283,58.30605,0.932851,2.0873072,39120.277,1.7086425,7.179642,15300.694,14.665846
9105,Feuille,1113.9542,139.75922,92.01568,469.90503,231.71512,79917.61,95.81277,18211.844,7.688689,4875.726,63.11152,0.902271,2.2600076,41441.03,2.2492175,5.8106694,13742.462,14.378528
9106,Feuille,1008.3939,137.45361,82.57616,467.36136,222.1634,86027.69,65.79974,16230.056,8.27392,4580.0933,60.902027,1.0095688,2.0705976,39041.113,2.7086446,18.390715,11447.513,14.557633
9111,Feuille,1625.461,138.28618,95.79532,406.2633,209.36293,67123.27,66.871056,15899.91,7.7066936,4044.7952,65.96998,0.9997754,2.1134863,40067.48,2.065304,10.427996,12497.016,14.7088995
9113,Feuille,1192.0592,139.75363,93.7602,343.94052,246.18915,62409.62,71.49909,15558.526,8.817467,4305.17,66.76193,0.902136,2.3706763,41843.25,2.3908563,23.515057,13319.846,15.058305
9114,Feuille,1477.032,143.16164,92.99625,319.8645,229.0377,55633.69,61.83992,16117.94,8.391979,4538.18,71.97413,1.0195866,2.2730286,43454.56,2.0355766,10.029795,11001.983,15.536436
9115,Feuille,1768.1582,141.81348,89.45964,392.16028,213.52391,69294.83,62.521854,17235.574,6.9410233,4804.752,71.45965,0.91472244,2.0872202,44304.508,2.0991426,9.359061,12308.636,14.8630085
9121,Feuille,1634.612,137.69571,92.03648,422.41443,230.7333,73709.48,69.7419,16178.319,7.269526,5084.602,66.537315,1.0769708,2.4985778,40007.29,2.4520519,7.094327,13003.183,14.081298
9125,Feuille,898.21564,142.34302,98.8429,391.15173,243.67595,70798.97,67.521225,14675.317,8.346024,4671.9883,70.942085,0.9261517,2.7763555,41128.22,2.7401597,11.273261,12923.5205,14.359308
9128,Feuille,932.6738,139.38821,77.69561,430.84036,244.59317,72356.49,72.72157,16962.03,8.315131,5020.168,65.59756,0.9379495,2.1483686,45213.695,1.8454945,0.5076095,11839.43,15.510981
9130,Feuille,961.55414,141.92508,87.464874,404.0142,237.0771,77452.03,70.11409,15335.73,9.412531,4772.574,65.13384,0.9254841,2.2694082,41057.7,2.6169722,1.203739,12907.397,14.600246
9131,Feuille,1159.3838,138.9529,81.41964,364.71274,261.66534,71192.664,66.097,15986.504,8.492319,4683.92,69.33837,1.028929,2.3100834,41567.77,2.3161602,0.80258745,12141.244,15.457455
9133,Feuille,647.1413,134.04938,99.86327,418.58752,237.51685,73226.77,93.18815,13935.49,8.56909,4573.258,66.088264,1.0475711,2.3662066,38828.043,2.505601,0.27536923,15235.687,14.487075
9134,Feuille,845.5824,134.03001,91.86178,472.27142,230.72311,75058.63,79.89128,15786.051,8.364497,4746.2324,64.64061,1.0097398,2.2184446,40532.91,2.1633046,1.5628096,13978.883,15.613727
9298,Feuille,1682.5559,143.22993,86.40215,374.5353,220.31467,65061.348,64.66176,15915.336,7.5884943,5007.6777,67.31185,0.94733095,2.226789,43224.363,2.1700804,4.3291645,12392.141,15.333055
9312,Feuille,1297.4674,136.02243,94.25493,322.32907,224.38193,62522.684,75.53129,17756.889,8.451706,4610.22,63.64348,0.9296703,2.283588,42100.934,1.9308026,29.894222,12784.653,14.655971
9314,Feuille,1734.1013,143.34756,96.068375,425.6423,219.80763,74261.84,70.2363,17566.86,7.4706707,5175.845,62.528126,0.8779272,2.0546112,41297.363,1.9306633,5.772194,12796.986,14.116734
9321,Feuille,1132.6918,139.46419,86.197624,397.61908,216.48683,67748.164,70.452034,16881.133,7.103845,5174.8247,67.02142,1.0040809,2.3077748,49485.688,2.5660713,9.01986,12614.199,14.188882
9323,Feuille,1103.0726,140.7861,82.193375,371.21326,226.72102,70532.625,61.515553,17702.965,7.330173,4640.5366,65.1272,1.0325375,2.3047075,41922.406,2.6052876,8.954753,12338.035,13.852519
9332,Feuille,752.25867,145.80318,81.85005,312.7689,227.20915,51768.96,60.565414,18715.27,7.502974,4744.9395,72.44262,1.0087012,2.350877,45514.445,3.2019615,6.9559817,12982.151,14.652275
9336,Feuille,619.12494,139.1957,91.58394,475.26135,235.00674,82114.31,66.22274,16801.184,7.069115,4596.8003,64.699745,1.0683504,2.743672,38730.305,2.361269,6.003087,13131.768,14.776686
9339,Feuille,1440.0378,140.32637,93.17275,356.2921,234.99406,64251.75,76.120735,17012.518,7.364068,4830.54,69.99706,0.906482,2.6156244,42998.027,2.1688173,17.678358,13648.965,14.665146
9343,Feuille,842.3204,138.51814,92.57276,410.1085,231.38503,72372.7,76.448845,17343.092,8.207519,4435.6787,62.988884,0.92300266,2.2572927,39699.156,2.7000198,11.100058,13454.131,14.345398
9352,Feuille,890.01306,141.47826,93.74014,402.78918,231.11829,70063.01,78.74347,15394.052,8.742857,4531.242,72.79992,1.0920035,2.6686466,42251.496,2.9707618,5.948123,12991.539,13.7539215
9353,Feuille,1059.8959,141.0306,97.07076,392.72552,238.86064,72635.36,73.518105,14470.642,7.4363513,4452.2104,67.070816,1.0562022,2.669254,41633.836,2.3399668,5.768864,12991.069,13.939279
9363,Feuille,1121.9543,138.39993,88.01582,371.7333,220.85667,67352.19,89.81157,15426.369,8.822626,4957.174,64.447205,0.8642088,2.2853105,41229.71,2.3219714,2.0410364,13568.244,14.589632
9369,Feuille,1154.7817,138.95311,90.069374,394.78357,223.54012,70345.03,67.66346,15437.214,7.444841,5062.7417,65.88429,0.89877194,2.3583763,43448.094,2.3092074,2.584672,12858.616,14.331451
9371,Feuille,954.8399,136.77518,94.59993,400.63342,227.93568,64896.19,77.433464,16118.19,8.181164,4880.568,69.364365,1.0661979,2.6723914,38982.184,2.079203,8.090404,13050.7705,15.080884
9380,Feuille,1060.6638,142.3009,87.206894,378.71655,214.79076,70954.76,56.167374,16768.191,7.132425,5611.5693,64.743576,1.0317912,2.126878,44299.96,2.4818938,4.3894224,10375.832,13.617561
9381,Feuille,1270.5509,148.11975,92.559494,326.5275,246.0894,57650.24,83.75852,16999.477,8.028605,4671.8765,68.36476,1.0267912,2.41923,42407.336,2.4554782,12.568991,17127.465,15.011994
9382,Feuille,1091.0684,135.82841,88.085945,309.3402,229.69855,58627.58,82.83329,15835.459,7.987381,5137.7856,71.573685,0.9105595,2.5945358,43474.28,2.8337443,11.279126,13582.893,14.661514
9383,Feuille,1042.8622,138.47096,91.50473,404.41473,236.80215,71559.59,83.144485,16552.771,8.532027,4533.098,67.30434,0.85273564,2.538425,39953.586,1.8752928,14.389281,13816.46,14.145597
9386,Feuille,724.26196,136.02342,95.973656,395.8836,217.91808,76518.414,71.80676,15473.707,8.4406595,4248.945,62.910168,1.0816771,2.8514667,37487.44,3.9312894,11.778947,12397.146,13.990079
9388,Feuille,976.19116,141.90181,90.981606,410.04263,236.32207,67094.13,57.493286,16521.236,8.499732,5249.6016,67.75908,0.8894173,2.6406772,42705.426,2.4721644,6.263881,11428.174,14.823065
9390,Feuille,1109.6222,134.53741,100.72238,416.1575,231.48976,75424.04,71.44968,14220.86,7.8198686,5046.0874,62.039234,0.9522569,2.5340507,37883.59,2.9722197,6.9424043,11600.587,13.953491
9391,Feuille,937.43,139.00307,105.99468,476.0125,213.95258,84723.01,70.99919,15631.528,7.2998915,4657.6846,64.58413,1.0554476,2.875236,38085.914,2.6198633,6.000518,13825.2705,13.790271
9392,Feuille,1066.0752,135.1766,104.08891,369.60083,247.24736,68394.234,78.4934,14146.684,8.079026,4784.6133,62.91758,1.001454,3.0942967,37705.9,2.6652584,6.5351067,12890.781,15.07325
9394,Feuille,1163.0903,138.14055,96.708305,371.9577,235.27869,65190.48,85.017914,18432.664,7.670945,4590.232,70.19161,1.122726,2.8451998,41911.734,2.7394094,9.208383,14995.762,14.443458
9395,Feuille,1812.4458,142.45609,90.90339,383.58643,233.5176,66658.11,60.1254,17007.664,8.133224,5252.9976,68.38289,0.88862306,2.3758092,41822.316,3.2479515,2.5896454,13559.634,14.758117
9399,Feuille,1288.5237,150.83063,85.44438,431.566,219.75703,67323.9,54.273926,13689.362,6.8795185,5936.195,78.97093,0.97082514,2.2330766,48074.64,2.0754323,6.6314063,10438.961,15.970037
9402,Feuille,773.63116,140.33202,91.962074,386.81454,235.9992,69165.24,69.040794,17273.207,8.510574,4953.0664,60.10714,0.955139,2.2009475,38676.11,2.8789148,5.0305142,11187.336,14.053082
9404,Feuille,1092.5532,143.00873,90.60344,387.6632,224.2901,72744.88,53.73824,17959.557,8.0476675,5072.7505,64.85429,0.9322981,2.1757166,41212.18,3.7378895,9.734978,11550.323,14.177171
9405,Feuille,878.0529,140.71196,91.142586,360.20117,223.56581,62928.152,53.15822,18064.99,8.414033,5731.686,67.313446,1.0518486,2.3278074,41931.6,2.6029963,9.816212,10843.046,14.744096
9407,Feuille,950.496,141.62247,97.22588,359.14917,231.09775,68870.17,55.41589,18155.486,8.180763,5399.041,65.633606,0.9841068,2.280737,41825.523,2.708476,10.243723,10936.701,13.780043
9408,Feuille,1273.6475,140.95515,94.27191,370.41293,225.81012,68215.51,67.21035,15391.077,7.628378,5676.0127,70.13013,0.96897167,2.3254488,42556.605,2.5979967,13.572884,12677.142,14.663902
9409,Feuille,720.9531,142.0089,90.232544,333.30273,219.0037,52885.383,85.17442,15690.852,7.3911242,4752.5166,69.57488,1.0321915,2.5799916,42197.62,2.6376092,13.045325,13318.453,15.432742
9412,Feuille,965.40674,146.62285,100.51579,351.01608,243.72583,63675.145,72.23498,14672.336,7.860582,4867.763,72.14595,0.96814734,2.4516504,46534.594,2.0331988,6.708462,14098.602,15.401326
9413,Feuille,1067.3279,144.44797,88.46078,412.31464,218.42123,73499.4,68.61771,14925.812,8.011244,5554.1685,68.76395,0.9812743,2.1282103,43713.13,2.0881,6.2121487,12017.206,15.158489
9416,Feuille,1063.5702,138.56479,95.06622,335.95285,219.2278,67154.734,83.67889,14664.106,7.7379937,5392.971,63.712048,0.98647684,2.4185667,41019.08,3.2124596,9.123338,14582.303,14.199452
9421,Feuille,798.4497,140.93391,85.37231,436.48868,214.53735,72745.21,64.56914,15956.938,6.8623605,6029.602,71.45407,0.92844445,2.2280412,43050.03,2.3232865,6.9358964,11557.317,14.277372
9427,Feuille,692.9985,146.0712,88.006226,276.0609,224.097,52585.105,78.30596,14825.053,7.3339515,4690.217,69.08339,1.0125005,2.3583498,43003.973,3.7549589,9.46505,13582.674,14.963233
9433,Feuille,836.4028,135.51123,92.49391,423.8889,230.64836,73087.41,89.41937,18276.775,7.502188,4047.5813,64.75724,0.9807438,2.4278321,38941.02,3.5106146,2.3758936,14453.457,13.480521
9436,Feuille,1302.481,138.03415,88.44083,517.2212,221.77867,84383.664,77.62068,16373.1045,7.1555543,5223.325,65.80861,1.0610049,2.1941345,41494.695,2.563122,8.88623,12504.312,14.172387
9437,Feuille,940.49976,141.23654,83.06941,463.27274,222.26611,81733.93,75.94254,17372.852,6.5634103,4932.9663,63.8865,0.8946206,2.1504855,40123.773,2.7209613,5.8552294,12187.657,13.859041
9442,Feuille,1275.6085,126.228546,94.9779,390.84778,228.81978,74747.09,83.822685,14255.682,7.9814577,3805.1082,55.428734,1.0223025,2.7358363,35503.72,3.0244198,8.425526,13927.781,14.157552
9450,Feuille,1282.266,142.47676,98.68254,379.0749,233.13448,60402.414,65.02886,17237.826,7.6780887,4897.0312,66.304436,1.0134735,2.3903484,43093.883,2.0034854,5.2315464,12014.997,15.582779
9451,Feuille,1785.4971,132.58258,93.55593,380.24176,228.22794,63094.44,80.885086,16406.656,8.261532,3704.0886,63.51464,0.85498667,3.455223,37692.24,2.4994442,9.433135,13846.444,14.372545
9452,Feuille,1750.2329,138.65257,90.9308,407.12122,225.10397,70093.02,75.827515,16777.592,7.8600197,4823.6743,65.24901,0.86282843,2.3061562,40588.82,2.5205328,5.0877957,12475.486,14.427019
9453,Feuille,1744.93,140.13899,93.21378,393.61664,234.63306,70530.23,63.70384,14450.295,8.309292,4686.545,65.86353,0.94933647,2.5718734,40677.492,3.3247054,21.704075,11064.416,14.518163
9454,Feuille,564.8802,134.9248,100.760155,465.01105,245.85817,82109.914,75.30876,14071.277,9.272915,4498.757,60.875397,0.98500466,2.7707958,35945.113,2.7654104,13.517578,13766.059,13.969145
9455,Feuille,2485.2559,142.0926,91.037865,374.4744,273.33005,71335.36,66.09942,16546.498,8.431778,4566.992,67.56107,0.8852404,2.807632,46769.36,3.6366487,9.531629,12889.537,14.029005
9470,Feuille,995.3992,145.25687,87.08727,463.4142,225.0265,80146.93,73.78272,14740.829,7.8989377,5227.436,63.809147,0.9268638,2.2740407,39037.42,2.6781745,14.545938,13615.196,13.5671425
9476,Feuille,1331.193,137.16783,93.68876,436.96127,226.2612,72814.66,78.57857,13278.429,7.8516917,3634.4307,59.616,1.0092899,2.923876,37572.203,3.2517493,9.775857,14328.133,15.054928
9481,Feuille,1371.6305,140.9205,95.69752,422.24075,225.98265,72311.836,54.795315,15467.361,7.914205,5063.848,69.70319,0.9460769,2.5615034,41813.31,2.3429327,3.3679135,9739.817,14.916343
9503,Feuille,2303.7244,140.38676,90.834,405.5122,220.87346,73297.27,73.45523,15919.376,7.337206,4947.1914,65.47861,0.862151,2.2247555,42995.895,2.1570594,3.7690325,12281.742,14.684258
9506,Feuille,1432.3032,139.94208,98.33219,359.35468,223.09204,59196.457,87.38354,15305.982,7.4246426,4224.3574,67.00421,0.97312456,2.3276527,43357.176,1.9363799,6.993988,12352.072,15.175224
9507,Feuille,1827.884,134.18416,95.921394,460.55377,217.974,75851.31,85.73594,15249.611,7.5480366,3797.2576,59.880936,0.96734506,2.4123676,39034.58,1.6750438,10.306997,13785.279,14.929274
9508,Feuille,1287.9332,136.93217,95.09251,372.53647,230.30664,69961.445,93.754944,16549.424,7.4005938,4220.808,66.134544,1.0853382,2.5918021,41245.94,2.2903857,6.622823,15068.668,14.24541
9509,Feuille,797.1451,136.35396,96.26843,498.2552,207.46901,87330.195,84.42789,16269.825,7.5109043,4880.9634,58.46706,0.79844534,2.169553,35471.945,3.0708036,5.8571568,14651.422,12.899586
9510,Feuille,1040.0167,138.55814,83.70119,416.56052,223.4742,78599.01,78.169365,14287.577,7.572151,3958.8733,65.068565,0.9011005,2.6641026,38670.81,2.6095176,5.7290406,14309.492,13.621531
9511,Feuille,1758.1664,142.17874,101.103745,435.38876,235.14896,84096.66,91.297516,13379.887,6.4391913,3985.5566,62.550713,0.95605516,2.7114246,39257.027,2.7291074,22.727701,15868.585,13.332232
