ID,TYPE,Na23,Fe57,Zn66,Rb85,Mn55,K39,Se82,P31,Cu65,Mg25,Sr88,As75,Cd114,Ca43,Co59,Mo98,S34,Li7
6023,Graine,31.73317,19.99309,21.233515,37.64108,21.92696,6943.4062,15.808507,5454.626,2.5985436,1607.9565,5.4925637,1.8692409,0.10532605,4469.6206,0.25297874,0.7444298,3060.7861,2.5012512
6024,Graine,23.298603,20.413025,20.47823,41.134083,24.195026,6550.4326,10.451175,5327.7554,2.5977602,1582.0538,5.2144203,1.533852,0.020805294,4532.0703,0.34065273,0.9968866,3215.63,1.8515031
6025,Graine,42.623394,19.612036,20.575266,41.227055,23.36039,7114.325,5.5309377,5492.3486,2.587466,1530.6637,6.4317966,1.5425802,0.064605534,4191.348,0.28059036,1.5960538,3719.3127,2.3752363
6030,Graine,43.63798,19.387703,19.073639,38.278225,26.940193,7005.6714,4.209328,5406.765,2.6678646,1417.1831,5.505405,1.4419141,0.1522658,4467.978,0.44304088,1.746833,3713.4902,2.0305026
6034,Graine,27.147427,19.701757,22.325806,40.695976,23.373219,6804.8696,3.8190112,5137.5864,2.7832475,1467.934,4.6929636,1.6161631,0.11914764,4110.7637,0.28713474,2.103033,3756.17,1.948863
6035,Graine,27.29726,18.52144,21.06732,48.147156,27.369522,7958.943,13.843366,5177.4253,3.910906,1481.4829,4.778729,1.62837,0.10545156,4254.004,0.23847073,1.9372584,2969.0498,1.8741128
6036,Graine,31.099089,20.982946,20.690212,37.80754,26.974276,5984.0454,6.795601,5039.6245,2.7803612,1501.5596,6.2899036,1.5200598,0.069119036,4742.8516,0.34036717,1.194078,3370.7375,2.1632636
6038,Graine,46.23636,20.761837,25.164618,33.715267,23.450653,5662.6387,5.694966,5069.3413,2.6400478,1532.4973,6.3689156,1.6832845,0.10351259,4837.678,0.27826202,1.3669434,3398.6606,2.201248
6039,Graine,34.552082,19.89704,25.329525,42.21991,25.20191,7586.255,9.301184,5104.3813,2.6093748,1501.1278,4.912114,1.893612,0.062826864,3946.354,0.2629581,0.9238698,3524.5676,1.5368358
6040,Graine,27.464914,20.636572,18.757252,41.431316,23.172052,7396.8916,7.174934,4871.2935,2.2882059,1704.5763,4.5852313,2.0163238,0.08451743,3911.4146,0.29697788,0.8645385,3061.9084,3.057971
6041,Graine,32.73204,19.2054,32.820858,38.787746,25.726063,7257.6772,4.5182114,5168.8325,3.01889,1474.0217,5.4243474,1.887829,0.15749697,4025.0151,0.27581638,0.965379,3372.7754,1.2890656
6042,Graine,34.330524,20.114172,20.984692,36.18973,24.778736,6348.024,6.8836904,5375.029,2.7068412,1538.8276,6.412726,1.5459471,0.07154699,5218.5703,0.26784703,0.99575603,3278.8245,2.145158
6043,Graine,31.64537,20.427088,19.521067,42.379402,24.018501,7303.196,7.1735168,5255.0386,2.6799707,1522.4406,5.6112776,1.5297471,0.05179101,4210.416,0.2708921,1.006163,3943.9563,1.4393011
6046,Graine,39.474236,19.783413,21.270592,47.01942,24.301691,7745.1714,12.330745,5403.469,2.986336,1464.2404,5.1715555,1.5024071,0.15111253,4100.415,0.2792626,1.2933381,3824.516,1.5001545
6064,Graine,40.80656,20.369568,31.685968,32.730103,25.7176,5589.363,6.2656927,5331.4756,2.497827,1414.1882,6.456254,1.7775854,0.04916028,5297.9233,0.29143423,1.4558553,3876.839,2.2733366
6069,Graine,42.573727,20.061481,20.459116,42.357143,22.191858,7306.2803,12.042764,5645.012,3.1673098,1649.2007,6.094514,1.9129062,0.09576225,4909.062,0.27516252,0.85589606,3978.8762,1.6311076
6070,Graine,20.699892,19.272152,20.531317,40.602966,23.411848,6145.8887,11.540628,5370.8975,2.5335433,1531.6709,6.315058,1.5655438,0.16487278,4608.066,0.29094905,1.0823737,3621.5654,1.7169029
6071,Graine,40.79397,18.927988,18.94286,43.083153,28.364218,7172.3276,6.586554,5570.3774,2.705464,1588.9027,6.449297,1.6029235,0.15094686,4536.1987,0.28594562,1.4901482,3765.0017,1.5382875
6073,Graine,49.455467,20.825384,20.02692,37.674454,24.136858,5685.455,7.0003195,5248.9727,2.589617,1349.1449,5.1302934,1.7852328,0.06346197,4231.834,0.4564846,1.9888691,3708.172,1.853716
6074,Graine,84.638855,20.43686,21.252586,32.426376,21.552385,6480.3916,5.169931,5338.9634,2.58624,1456.4014,4.281875,1.6476378,0.05956025,4414.591,0.28469032,1.6235394,3765.6423,2.364733
6076,Graine,29.056864,20.59347,20.952028,34.8031,26.886091,6208.9097,6.879701,5088.3657,2.425392,1482.195,5.5539637,1.4710108,0.038780484,4730.3965,0.312251,1.3882568,3379.749,2.1298485
6085,Graine,144.2629,19.207523,20.034756,39.627365,23.77867,6755.2676,8.705301,4992.3223,2.620851,1491.87,6.613858,2.3035474,0.33966428,4679.672,0.24113445,1.1592,3526.4685,4.4630194
6086,Graine,21.957518,18.69672,18.871843,46.364826,22.785631,6648.1943,-0.03695364,5100.895,2.3649893,1463.9824,4.8184,2.0123713,0.034072522,4243.83,0.27231145,0.85802436,3723.1213,2.9306836
6088,Graine,51.856483,20.143307,19.746914,39.892784,23.987082,6200.095,8.439937,4919.1753,2.968926,1475.0471,5.296487,1.6187094,0.11493174,4231.233,0.3315114,1.2959125,3499.4968,2.9371645
6090,Graine,39.05736,19.618042,21.699736,40.167168,25.478085,5920.46,5.366165,5236.0366,2.4399405,1445.0681,5.8976803,1.7619038,0.16156389,4913.807,0.26653323,1.3418306,3606.44,2.7967024
6092,Graine,36.993683,19.934042,20.96237,40.335014,25.78905,7369.0566,7.9185753,5186.8926,2.5723693,1404.5305,5.613383,1.7173084,0.065796375,4196.094,0.32815155,2.3230093,3667.7583,2.763658
6094,Graine,35.55938,20.499117,18.914957,36.8148,25.920866,6448.6973,3.6429293,5098.8726,2.4744258,1412.0518,5.988656,1.7352778,0.068870135,4651.513,0.28201953,2.0119328,3716.5447,2.8364024
6097,Graine,25.797478,18.90628,19.56664,43.43071,29.652744,7093.303,8.613529,5069.817,2.5201435,1380.9011,5.5423446,1.6943601,0.104388066,4541.7036,0.2960718,1.8957454,3402.5571,2.4832022
6098,Graine,38.792168,19.05795,18.181738,34.072407,17.23777,6911.9375,-3.3659139,5093.571,2.777527,1708.8411,4.9278255,1.7704895,0.4476779,3990.7673,0.3512109,3.0218995,2835.1194,2.2358537
6099,Graine,52.90141,19.836267,22.22166,39.420902,25.014915,7161.704,6.5078015,5249.2163,2.794099,1577.814,4.740562,1.5017841,0.11808033,4179.818,0.30419508,2.7027206,3411.254,2.5489533
6100,Graine,39.327675,20.281971,19.955257,38.276382,19.88419,6250.1304,1.2230401,5226.521,2.5851462,1484.2596,5.941322,2.0286894,0.02160313,5017.5967,0.29006284,0.74408203,3218.0386,3.2862527
6102,Graine,76.815186,18.65006,25.711752,40.022606,26.944767,7150.153,2.6669083,4891.8247,2.6951783,1411.6134,5.6945443,1.488818,0.18083021,3984.7227,0.34881267,1.4933008,3548.1433,1.9858902
6104,Graine,22.352606,18.851095,22.578085,34.810482,19.564085,6675.731,23.080383,5308.653,2.452154,1529.6594,6.36975,1.668551,0.08681268,4353.707,0.29905665,2.1503088,3054.2192,2.7409525
6105,Graine,51.959435,18.991423,20.053474,47.476982,25.550097,7753.8833,7.899567,5306.9253,2.4764311,1517.6134,4.79613,1.5134916,0.14496772,3973.4807,0.31020576,1.5356098,3275.9697,2.2460244
6106,Graine,30.71538,19.270071,21.819715,43.607746,31.138948,6364.7974,2.9689357,5348.783,2.2459812,1493.1384,5.2983847,1.4439653,0.08404431,4748.111,0.27545825,2.8495138,3177.5132,2.1404915
6107,Graine,66.59551,22.760633,21.074284,36.296635,22.820305,6219.6123,6.8267927,4926.3364,2.4837477,1617.9242,5.665486,1.4395666,0.09155326,4464.4805,0.31971243,1.8953327,3542.3108,3.217143
6108,Graine,75.14282,19.669336,22.238298,45.652824,21.897335,7185.9785,14.030962,5119.157,2.9829798,1303.146,4.2102103,1.7725016,0.04779241,3877.7112,0.28804085,1.0609043,3383.856,2.634367
6109,Graine,35.55132,20.33541,21.025084,41.23193,23.339266,6936.8457,7.861686,5066.1924,2.5298774,1413.9116,4.7301855,1.4783614,0.04395784,4394.0327,0.2657533,2.068213,3865.334,1.662997
6111,Graine,38.354145,20.190023,22.519775,38.7416,25.379005,6381.417,8.236835,5253.453,2.4674568,1579.9235,6.2291455,1.7140783,0.100917764,4698.3506,0.28753084,2.1345925,3262.127,2.5284173
6112,Graine,31.536577,20.418728,20.25212,37.858753,33.06615,6228.4673,1.6997232,5372.183,2.3884952,1414.218,5.9266095,1.5235649,0.053898305,4999.5654,0.30013976,1.8054036,3389.651,3.2740633
6113,Graine,64.981094,18.981773,19.383764,38.373707,32.702114,7440.0503,3.3678408,4716.701,2.5734274,1484.6584,6.6436205,1.6684843,0.10480944,4524.144,0.3221726,2.6626158,3108.1348,1.637444
6114,Graine,28.077835,21.62654,20.182106,40.617886,28.806087,5971.308,8.103198,4977.86,2.5023842,1416.8267,5.960267,1.4746332,0.07157464,4768.777,0.25025243,2.5262105,3763.4766,2.6429706
6115,Graine,66.25927,19.092821,17.999147,46.611053,26.075136,6940.235,8.580553,5172.2573,2.6718428,1408.8201,5.7162576,1.7282538,0.12117282,4189.3677,0.3091781,1.1443831,3292.8945,3.0035942
6118,Graine,39.31305,19.607878,19.348614,39.597805,24.659988,6950.669,2.4504635,5547.339,2.6014352,1643.8431,5.862179,1.6417072,0.100636154,4816.565,0.40859172,1.2218728,2935.081,1.72151
6122,Graine,25.810764,20.380304,17.93373,38.75669,24.57593,6673.393,3.0,4876.0996,2.6812356,1581.2108,5.2492585,1.6394247,0.11296156,4847.5303,0.27383348,1.3723344,2895.7688,1.9680628
6124,Graine,134.41931,19.498278,20.751379,32.99438,29.235893,7061.5635,4.839945,5371.8247,2.6122284,1498.2013,5.705441,1.3854097,0.029446712,4417.738,0.29437366,2.7926576,3151.7954,2.5874293
6125,Graine,20.757898,19.095884,19.201172,40.99433,19.702682,7287.281,10.221627,5277.5146,2.4758477,1502.8782,4.349933,1.6018263,0.08710095,4204.4834,0.28619176,1.8370779,2856.6682,1.9839109
6126,Graine,29.381966,19.949392,19.641277,36.182735,26.364532,7488.701,0.23743898,5380.855,2.4515703,1731.4335,5.146317,1.4292926,0.02741054,4205.241,0.27599588,1.4562196,3048.3972,2.0212443
6128,Graine,37.71284,20.362913,19.642181,39.31865,29.979753,7121.265,5.4275537,5136.7603,2.579962,1488.5789,6.5780854,1.4464852,0.080577925,4503.7056,0.26448864,2.2820675,3894.0232,2.1469162
6131,Graine,26.377485,19.7982,16.620481,37.76481,28.099295,7446.763,5.482668,5176.1167,2.759854,1574.4467,5.34941,1.3972157,0.11069999,4461.163,0.2910511,2.2187831,3956.0867,2.2548566
6132,Graine,36.68291,19.0429,27.469664,38.450447,22.619387,6489.081,3.7349997,5003.8833,2.542221,1433.7703,5.489234,1.4341229,0.05314889,4153.4824,0.29245487,2.179133,3070.1602,2.065741
6133,Graine,29.89024,19.303593,17.206451,39.503693,27.15976,7058.592,1.2241031,5568.836,2.3568442,1505.8485,5.5934258,1.5496261,0.039179012,4520.1416,0.28539118,2.5241647,3147.0945,1.7571228
6134,Graine,36.33067,19.841124,20.070307,37.5238,27.95909,6044.633,6.905878,5135.3325,2.4641166,1384.1641,6.102957,1.4564202,0.07200384,4683.9067,0.31627202,1.5647067,3781.326,1.9849409
6136,Graine,24.359293,22.205357,23.82681,37.98351,16.5885,6346.221,7.1113896,4802.3013,3.0097017,1603.8346,5.384589,1.716372,0.1203996,5598.245,0.28557307,2.3886166,3150.492,1.4730607
6137,Graine,40.58018,19.74372,24.473293,38.712193,22.854755,6724.56,4.809916,5224.636,2.220699,1569.9241,5.1322494,1.6218659,0.06344819,4277.222,0.2992792,1.6343699,2741.1638,2.4928515
6138,Graine,32.957283,20.257242,21.017548,38.391506,25.328049,5559.5264,3.9611108,5096.4536,2.6275358,1484.5587,5.7353053,1.6622126,0.09403483,4783.9487,0.27519885,1.2190295,3127.3718,2.6588345
6140,Graine,39.621315,20.298433,20.903112,45.45915,23.678265,8227.08,11.033665,5588.7812,2.633752,1680.9707,4.971054,1.608925,0.10053932,4343.674,0.27516264,0.9248359,3053.174,1.8087012
6142,Graine,35.72444,20.309105,21.930714,43.45818,25.756483,6793.3164,11.307774,5227.846,2.6643846,1582.7109,4.5339785,1.7375385,0.10736777,3950.695,0.24960247,1.8614447,2942.1748,2.2777452
6145,Graine,32.77103,19.519758,19.13335,37.483486,25.163115,6916.9155,6.349107,5244.1934,2.5170546,1626.56,5.944711,1.5965369,0.06611378,4232.7075,0.28824517,2.3718412,3396.129,2.1017902
6148,Graine,27.51543,19.602648,19.15485,37.91797,26.87584,6176.179,0.1745849,5193.3994,2.9464974,1609.4631,5.662937,1.6285741,0.06885116,4678.9272,0.30665037,2.1164985,2540.5127,2.2114072
6149,Graine,37.257347,18.342041,20.530758,35.9395,24.206606,6466.2183,-1.6584204,5159.631,2.6622431,1434.6401,5.5481086,1.6371623,0.11038827,4258.324,0.29122442,2.4370809,3621.5305,2.24465
6150,Graine,42.57225,18.029339,20.03287,47.241524,20.943068,8427.551,7.4362206,5322.932,2.7907748,1497.2906,4.3468637,1.7025473,0.051181246,3798.7014,0.3175297,0.8440123,2840.6638,2.0423934
6151,Graine,47.05442,20.882925,19.579277,35.95472,20.94165,6268.8174,-0.8076258,5115.988,2.6919262,1363.2358,5.106959,1.7359465,0.052320298,4164.573,0.26985642,1.695024,3442.9756,2.4543111
6153,Graine,150.9412,19.34449,23.274164,38.43333,22.319363,7556.461,2.9917183,5589.457,2.612918,1599.5323,5.840836,1.467371,0.034319725,3856.074,0.27657923,2.4805703,3472.7268,1.6395392
6154,Graine,54.02826,18.809574,19.0869,38.025955,23.889694,6951.2495,4.5060954,5696.0684,2.5023906,1528.1003,5.987489,1.5821643,0.22779734,4271.123,0.28627262,1.5992104,3596.9976,1.6779304
6163,Graine,83.685646,19.020329,20.57216,36.44743,27.500566,7440.1714,0.54399866,5594.9717,2.4456499,1532.1078,5.3687854,1.6150888,0.005335351,4063.752,0.2924811,2.024783,3636.7678,1.7559394
6166,Graine,52.297752,19.397652,19.67415,37.645992,22.164663,6850.012,10.307052,5261.1787,2.725413,1376.4451,6.1907325,1.654334,0.03676364,4278.935,0.27584124,1.401031,3877.493,2.2493982
6169,Graine,37.13807,18.831905,20.931604,37.40989,23.301634,6853.908,1.0588313,5330.009,2.2258854,1441.906,6.417254,2.0063381,0.037515424,4394.501,0.2692411,2.2239113,3854.7437,2.2197776
6172,Graine,30.719017,19.473352,21.56661,42.61337,26.325329,7523.847,-3.4878027,5361.7188,2.5044062,1383.1951,5.386955,1.7955246,0.103807285,4292.858,0.28789544,1.6478579,4098.7437,1.8979403
6173,Graine,53.47386,20.291843,21.757357,39.443905,26.985374,6799.27,3.75423,5170.771,2.526651,1485.982,5.7608995,1.8480628,0.2002015,4296.991,0.37033388,1.6339455,3824.4753,1.7674937
6174,Graine,37.61455,19.532766,20.495983,38.803528,29.8889,6792.82,4.039508,5296.5015,2.5284226,1381.7697,6.2592363,1.5938965,0.09850463,4568.101,0.29534936,2.4148617,3613.94,1.6516584
6177,Graine,22.34288,20.09593,17.710836,36.667233,27.486567,6557.2812,3.8949943,5260.068,2.6555223,1493.7645,5.5134706,1.8330178,0.078237556,4409.517,0.29668662,1.3826878,4243.6836,1.9219122
6180,Graine,31.64421,20.00488,22.826569,41.76263,24.159643,6237.0757,37.384304,5119.516,2.8812401,1458.1206,5.8642664,1.6494815,0.1341585,4294.7676,0.3102271,0.9253311,3979.3909,1.5673606
6184,Graine,30.411243,17.783949,20.125683,46.83254,24.911278,6910.1973,4.8893924,5088.891,2.8617268,1540.6968,4.0246778,1.9185083,0.14655977,4636.0737,0.27733335,1.1096215,3177.533,1.7013222
6188,Graine,34.14755,19.571012,20.776098,42.609745,27.628874,7077.182,6.3077207,4992.803,2.652408,1439.2473,5.2742705,1.9844984,0.08446222,4032.8938,0.26820993,0.68330055,3486.7192,3.2572632
6189,Graine,26.46021,19.679535,20.050655,42.403572,27.781115,6193.316,7.9560614,5399.19,2.5358307,1452.5713,5.983188,1.8227762,0.08063795,4723.2896,0.2702173,0.7037672,3080.1492,2.1300561
6191,Graine,30.677166,21.38398,19.205513,37.27998,27.912216,6161.3438,3.1969466,5426.204,2.7337434,1365.2537,6.7664914,1.9962913,0.13231511,4708.4,0.2798811,1.0974466,3338.904,2.8405762
6192,Graine,37.695953,20.603054,23.294294,40.248547,32.479298,7075.8413,9.66808,5232.9883,2.5024004,1403.7181,5.1598673,1.8940018,0.1218996,4254.6895,0.2908086,0.91737837,3433.0703,2.6137555
6193,Graine,43.054596,19.73373,20.452965,37.476627,28.715061,6068.7847,9.264312,5440.44,2.5697725,1434.8093,6.932331,1.9884636,0.122642554,4622.2295,0.27929252,1.012084,3385.0083,2.2541096
6194,Graine,32.677704,18.625616,20.172176,32.52611,24.052183,5243.2734,0.9476917,5535.5474,3.106477,1530.3203,6.114405,2.0220592,0.12869695,4723.11,0.28081438,2.349362,3894.3853,1.1197056
6195,Graine,17.911736,19.068258,22.998787,40.866962,25.46205,6411.0674,9.994721,5108.966,2.5748785,1477.0479,5.491293,1.5173564,0.17905848,4599.5557,0.2681003,1.9183202,3167.3025,1.9286417
6198,Graine,38.037285,20.293219,24.96429,48.557434,19.915585,7410.703,9.643645,4736.101,2.279325,1499.9678,5.306519,1.9318585,0.05910641,4038.4788,0.26237562,0.826115,3863.7993,2.3154097
6201,Graine,41.20682,19.763834,21.986082,33.874485,26.681114,6462.689,-1.3186632,4987.5356,2.6006846,1443.7935,6.147382,2.0563684,0.110655084,4592.6875,0.28133905,1.2018011,3688.174,2.5828025
6202,Graine,34.05315,19.403156,17.024212,37.449863,24.648376,6884.4385,-3.6510708,5376.997,2.6150372,1590.0789,6.0946145,2.2420795,0.012547369,4133.5947,0.26742586,1.6916502,3571.915,1.3750873
6203,Graine,140.36134,19.880388,29.90325,36.367718,22.155785,6447.7764,5.0426226,5061.4014,2.4465384,1593.0388,5.258514,1.7120264,0.033601586,4357.8374,0.29384783,1.1016454,3800.0994,1.9459181
6209,Graine,31.759659,19.945978,24.145721,46.839207,23.715601,7320.6675,14.881919,5589.1396,2.3187594,1608.526,5.3577037,1.8749462,0.007237616,4547.6606,0.2734307,1.1990905,3894.104,1.7723087
6210,Graine,34.364697,19.84599,25.344975,36.94532,23.580036,6406.71,8.118205,5358.776,2.627175,1489.914,6.406997,1.8161612,0.05723192,4889.136,0.28967515,1.2020214,3882.3494,1.6000286
6216,Graine,57.973312,19.46424,19.643139,35.70599,24.821005,6480.431,5.9736743,4969.191,2.5635805,1416.0223,6.536996,1.9673849,0.07987413,5114.2607,0.31976908,1.8439152,3316.5747,2.0163143
6217,Graine,36.73415,20.313482,17.82537,40.85898,24.613708,6408.6733,4.2845945,5527.866,2.3347511,1438.8188,5.1609783,1.6846442,0.047677215,4905.172,0.28333884,2.350216,4059.0552,1.6457573
6218,Graine,28.203424,19.077374,21.625095,40.09648,23.37129,6652.9136,2.840224,5424.8525,2.524522,1405.2173,6.096256,1.7793258,0.37322265,4699.486,0.27921662,1.8250989,3734.2173,1.4709901
6220,Graine,36.694,18.92332,20.13314,40.51459,24.840324,6072.375,1.3566608,4945.451,2.576997,1299.1265,5.1407776,1.6342549,0.023669943,4143.4004,0.2795954,1.7661679,3316.0942,2.3997178
6221,Graine,36.103127,19.554798,18.81491,43.26085,25.163818,6070.223,6.7881646,5280.624,2.4149697,1302.9435,5.5694,1.9893363,0.043137126,4920.6,0.28604594,1.1250076,4168.8433,2.1852248
6231,Graine,27.97503,19.99388,18.98851,39.085712,21.57146,6125.6934,4.103639,5441.885,2.7061367,1540.2308,5.822051,1.962723,0.0742723,5013.3433,0.26902962,1.3673924,3857.12,1.6873318
6235,Graine,28.729548,18.791103,21.107063,39.43196,33.01863,6853.6167,2.3642602,5504.1636,2.6634557,1410.8569,5.914011,1.5669211,0.16484804,4463.536,0.30799773,2.0395627,3756.693,1.7289236
6237,Graine,19.777315,18.26598,20.845709,39.31872,26.016718,6472.387,7.037481,5367.7734,2.4394457,1433.1277,6.2568593,1.7763793,0.17356548,4469.9497,0.27957612,1.1221243,3063.7644,1.9706855
6238,Graine,28.69308,19.169426,21.231243,39.72782,28.146587,6930.469,6.8993545,5279.397,2.6335506,1392.7346,6.0530057,1.6030383,0.25231567,4512.9033,0.2780579,0.754764,3819.839,1.2936721
6240,Graine,40.795544,19.440325,19.209507,39.665146,24.935263,6496.557,7.4380302,5397.276,2.608921,1419.0817,6.6559186,1.8679174,0.18770786,4726.747,0.25530452,1.1069679,3557.6663,2.0137138
6241,Graine,19.897558,19.23979,33.36742,38.968067,22.37466,7730.315,6.501948,5609.9604,2.7265542,1398.6572,5.8763666,1.7989817,0.12758721,4480.144,0.2680584,1.537737,3419.6042,1.0542349
6242,Graine,22.147179,20.661537,19.49993,37.102036,25.57766,6448.0503,-2.136257,5001.3696,2.516615,1508.6621,5.0807595,1.9320546,0.03331491,4176.269,0.31932667,1.8762367,3249.7644,2.110445
6243,Graine,27.985289,19.697289,20.279198,40.24587,25.63511,5654.5283,7.417822,4950.4775,2.67433,1411.736,7.0400486,1.9192467,0.099938005,4603.5615,0.27596343,1.2619786,3309.6702,2.6033666
6244,Graine,40.69199,18.25764,18.31784,45.007618,20.566017,7169.4873,6.762959,5419.7485,2.678771,1465.1746,5.122283,1.7836589,0.4079395,4004.4077,0.26281506,0.9192529,3710.2732,2.1882977
6252,Graine,32.838665,18.280575,21.893105,48.386032,20.634363,8489.484,7.333031,5203.2837,3.4799337,1526.3518,5.0056114,1.7492096,0.16134386,3992.795,0.29576358,1.498179,2908.667,2.0857875
6255,Graine,31.707388,18.686703,22.190514,41.26335,22.942822,7728.435,2.9107907,5165.7324,3.3742797,1618.1669,3.5482366,1.7636926,0.15375611,3047.1182,0.39339262,1.9749849,2832.7473,2.0618086
6258,Graine,21.462849,19.210093,22.285297,37.399097,26.599133,6878.6753,3.413679,4935.8267,3.1207013,1574.9038,5.4871244,1.6552328,0.059809893,4216.271,0.25966617,2.0976903,3072.4163,2.3884947
6268,Graine,42.472816,19.104864,22.142435,39.67111,22.415117,8137.5103,3.918269,5262.6895,2.9359891,1566.9927,3.9751494,1.5160522,0.049517304,3637.1213,0.32724842,1.881133,3342.0603,2.0429916
6276,Graine,32.02725,19.213188,22.686945,38.175323,23.62983,7713.411,3.7108574,5422.891,2.727933,1463.8975,4.131913,1.520281,-0.011499206,3907.8237,0.33901027,2.0886264,3545.8804,2.0181751
6284,Graine,64.76051,19.86797,22.042725,38.28186,21.338882,6979.0874,2.696198,5274.8877,2.6822762,1503.2979,5.344415,1.8352213,-0.000614365,4536.787,0.30314538,1.404214,3125.724,3.609313
6296,Graine,28.655994,20.040604,39.865612,40.34013,27.794468,6553.5767,7.508724,5102.9136,2.834822,1406.7114,6.4441347,1.6665807,0.20388289,4316.487,0.29547527,1.0615766,3279.212,2.3172119
6390,Graine,28.70192,19.707544,20.57007,40.232185,22.861225,6444.4233,2.8196437,4941.468,2.4836855,1402.1312,5.423701,1.6943233,0.18746693,3699.718,0.27507567,1.0734657,3730.8936,1.9856485
6396,Graine,20.578825,20.552519,20.307503,40.043766,36.230137,6042.8403,5.8407397,5172.7114,2.507551,1328.9846,6.9567404,1.8719928,0.20119157,4919.151,0.295652,1.023068,3612.351,3.1238647
6413,Graine,86.951775,21.60029,19.255371,43.65579,20.594677,7686.101,5.869197,5013.531,2.5981953,1480.9587,5.093271,1.85906,0.091458276,4104.293,0.30657613,1.9530088,3544.571,2.889857
6424,Graine,33.185387,19.959337,19.6548,39.700905,22.994123,6688.6987,-0.23571996,5181.476,2.615429,1455.7747,7.231281,1.8323357,0.29621547,4197.5957,0.28696626,1.152524,3360.001,1.9553035
6434,Graine,34.235645,19.84174,24.329401,39.824665,27.546635,6120.0635,2.9952877,5145.07,2.9792142,1397.6781,8.176425,1.5374827,0.42901284,4500.1904,0.2924961,0.9430076,3755.2878,1.9116161
6445,Graine,65.74795,19.287327,23.839775,47.298317,21.996662,7022.425,6.9544864,5209.4937,2.5832798,1413.7611,6.7787943,1.6350219,0.12641762,4217.802,0.27755937,1.199717,3460.5933,2.503264
6680,Graine,25.672497,19.144775,24.105742,35.798443,33.1578,6015.18,5.649953,5082.4355,3.0032554,1179.1403,6.8194003,1.2996153,0.25586027,4617.595,0.31242436,1.3250424,3340.163,2.1953664
6744,Graine,36.010498,20.164486,21.440737,39.96044,22.011616,6590.824,13.792636,5010.047,2.8621163,1314.3224,7.0321665,1.4322298,0.14135426,4434.777,0.27851528,1.8700116,4514.57,2.0821075
6830,Graine,44.271667,19.391851,23.895977,38.15472,34.434837,6461.063,5.3351116,5078.7075,2.7559345,1479.8517,7.0051765,1.6745434,0.41884112,4571.9873,0.27809763,0.7795315,3615.9404,1.8283713
6897,Graine,27.275364,20.07063,22.796814,43.98762,19.007973,6585.963,19.548443,5210.005,2.5886579,1408.1448,5.613708,1.747264,0.10879298,4203.776,0.27252036,1.3144162,3991.2407,1.8907603
6898,Graine,32.499832,20.56856,20.92659,40.527138,20.9648,6377.9155,16.413218,5406.154,2.951357,1361.6111,6.543915,1.5104064,0.083740056,4917.778,0.26149297,1.2475048,4013.6477,1.697435
6900,Graine,179.4512,20.064587,21.498415,43.544292,24.175608,6770.591,31.20593,5418.4043,3.452072,1332.2928,6.4742613,1.6374147,0.17301452,4035.1772,0.28567988,1.5795015,3720.602,2.1450114
6901,Graine,44.55634,19.163246,18.619522,41.47086,21.543293,6674.454,1.0708036,5415.797,2.6093163,1452.7122,5.7505946,1.9462956,0.13595158,4234.6235,0.2862425,1.2592449,3791.99,2.540624
6903,Graine,43.78085,19.416437,21.301876,41.626892,24.709236,6638.786,8.852895,5211.438,2.5016167,1403.3096,6.462229,1.9011055,0.1205271,4338.9683,0.27035755,0.8059939,3778.9216,2.1658888
6904,Graine,39.10256,19.997114,23.224627,48.791748,21.276566,7280.9824,17.253088,5232.972,2.8389888,1497.566,5.40914,1.8316205,0.010659836,3902.3267,0.27306432,1.048279,3807.2834,2.3035064
6907,Graine,26.723068,19.841036,20.821072,37.657864,31.221418,5827.811,5.907048,5086.5625,2.7807386,1338.5857,6.180467,1.868999,0.025990637,4305.8135,0.29959622,0.8723009,3797.5781,2.0388038
6908,Graine,72.0045,20.564632,21.622526,40.60658,24.600822,6422.4795,28.401205,5173.1,2.838393,1267.0997,6.4801936,1.4674071,0.08199442,4688.618,0.26540563,0.85406625,4142.491,2.5989323
6909,Graine,28.770727,20.22982,21.401186,41.5179,21.39891,6658.2554,25.146126,5129.2627,2.7008376,1359.6366,5.884186,1.4056009,0.12503503,4390.139,0.3027166,1.4897417,3438.4666,1.027224
6911,Graine,139.2278,19.550985,22.36339,40.673363,24.796436,6739.0664,23.183973,5404.047,3.2598732,1233.2935,6.347947,1.8619077,0.1585052,4349.2275,0.30351904,1.2179899,3389.2197,2.2310612
6913,Graine,57.66211,19.006054,21.162556,43.680595,16.708195,7048.3384,4.9039836,5260.4106,2.6780355,1528.1018,4.485244,2.2433891,0.008784451,4283.825,0.28032044,1.1511176,3898.9172,3.811498
6915,Graine,34.77239,20.032223,20.13,45.62938,25.19678,7230.402,9.418493,5190.819,2.6146739,1347.2181,5.2191396,1.669918,0.13456292,4508.5186,0.25165072,0.89608055,3493.552,2.2546282
6917,Graine,27.713764,20.575209,18.61837,33.865913,30.548775,5652.2773,5.121071,5264.3945,2.4532223,1324.0841,7.052689,1.8668742,0.05671278,4971.4316,0.31424004,2.2741416,4119.5396,2.501893
