88,2.8098328
108,2.7943285
139,2.6853008
159,3.199618
265,2.8453944
350,2.9621303
351,2.8491018
403,2.7753966
410,2.5288713
424,2.8143287
428,2.6290097
430,3.1199675
630,2.55199
763,3.2350647
765,2.6982963
766,2.89084
768,3.1768918
772,2.8371365
801,2.818893
870,2.7995594
915,2.842409
932,2.8341775
991,2.5778778
992,2.6307414
997,2.6428738
1002,2.532135
1061,2.6325881
1062,2.5622857
1063,2.7678359
1066,2.8085735
1158,2.5525632
1254,2.4490507
1257,2.3272612
1317,2.881996
1552,2.3203669
1829,2.7084343
1853,2.7085474
1872,2.7779799
1890,2.6653466
1925,2.695663
1954,2.675442
2016,2.8473868
2171,2.508196
2202,2.966466
2276,2.8090029
2278,2.9439864
2317,2.7345526
4779,2.801591
4807,2.6099854
4826,2.5569215
4884,2.7527163
4900,2.801209
4958,2.5406208
5023,2.9352288
5104,2.6500013
5151,2.546867
5165,2.5638657
5210,2.6600592
5236,2.979521
5253,2.773761
5276,2.632799
5349,2.9182577
5353,2.8278918
5486,3.095417
5577,2.6029923
5644,2.5731976
5720,2.700542
5726,2.834853
5741,2.5611305
5748,2.6268249
5757,2.9335053
5768,2.8424459
5772,2.6712618
5779,3.339446
5784,2.4648263
5800,2.8694677
5811,2.917844
5822,3.453834
5830,2.5175078
5831,2.502294
5832,2.5802114
5837,2.7344577
5856,2.5316231
5865,2.559557
5867,2.5103555
5874,2.5657346
5890,2.6124547
5893,2.5478072
5907,2.3994093
5921,2.5216622
5950,2.5254264
5984,3.1298933
5993,2.7257314
6008,2.5177107
6009,2.652008
6011,2.4988341
6012,2.2725022
6013,2.3466194
6016,2.616676
6019,2.444675
6020,2.2030277
6021,2.6344335
6023,2.5985436
6024,2.5977602
6025,2.587466
6030,2.6678646
6034,2.7832475
6035,3.910906
6036,2.7803612
6038,2.6400478
6039,2.6093748
6040,2.2882059
6041,3.01889
6042,2.7068412
6043,2.6799707
6046,2.986336
6064,2.497827
6069,3.1673098
6070,2.5335433
6071,2.705464
6073,2.589617
6074,2.58624
6076,2.425392
6085,2.620851
6086,2.3649893
6088,2.968926
6090,2.4399405
6092,2.5723693
6094,2.4744258
6097,2.5201435
6098,2.777527
6099,2.794099
6100,2.5851462
6102,2.6951783
6104,2.452154
6105,2.4764311
6106,2.2459812
6107,2.4837477
6108,2.9829798
6109,2.5298774
6111,2.4674568
6112,2.3884952
6113,2.5734274
6114,2.5023842
6115,2.6718428
6118,2.6014352
6122,2.6812356
6124,2.6122284
6125,2.4758477
6126,2.4515703
6128,2.579962
6131,2.759854
6132,2.542221
6133,2.3568442
6134,2.4641166
6136,3.0097017
6137,2.220699
6138,2.6275358
6140,2.633752
6142,2.6643846
6145,2.5170546
6148,2.9464974
6149,2.6622431
6150,2.7907748
