88,1.1512
108,0.96174604
139,1.0008452
159,0.97977686
265,1.2794178
350,0.95983005
351,0.9748443
403,0.90184504
410,0.89959383
424,0.9776629
428,0.89067996
430,1.023517
630,1.0868331
763,1.0717777
765,1.0473685
766,0.955604
768,0.9215974
772,0.99922585
801,1.0363487
870,0.83807236
915,1.014133
932,0.9123028
991,0.9558642
992,0.98717934
997,0.9905752
1002,1.0278598
1061,1.0337744
1062,1.0757239
1063,0.8990963
1066,0.9405738
1158,1.0004449
1254,1.2297125
1257,0.91792125
1317,0.93430364
1552,1.0547851
1829,0.88578755
1853,0.8758881
1872,0.9094596
1890,1.0089014
1925,1.067792
1954,0.9709285
2016,0.87169343
2171,0.9969433
2202,1.1176087
2276,0.8533121
2278,0.9731827
2317,1.0237361
4779,0.85806704
4807,0.87833047
4826,0.8418596
4884,1.0021675
4900,0.9215761
4958,1.0571786
5023,0.95946866
5104,1.4658811
5151,0.831738
5165,0.9495249
5210,1.0699466
5236,0.91674465
5253,0.90256315
5276,0.91478586
5349,0.940206
5353,0.8567074
5486,0.938587
5577,0.9290045
5644,0.9813532
5720,0.97747505
5726,0.88894415
5741,1.0378956
5748,0.96194696
5757,1.2151558
5768,1.0983658
5772,0.94081557
5779,0.80917287
5784,0.89358807
5800,1.0081998
5811,1.0148045
5822,0.9552137
5830,0.9481202
5831,0.95385045
5832,1.0724238
5837,1.1231917
5856,0.9101568
5865,0.9468947
5867,0.937794
5874,0.94668126
5890,0.8896667
5893,0.91570336
5907,0.9774134
5921,1.0123879
5950,0.9254205
5984,0.98651844
5993,1.0497015
6008,1.0050175
6009,0.9839982
6011,0.921557
6012,0.919955
6013,0.93698686
6016,0.90552723
6019,0.8994507
6020,0.9842262
6021,1.035887
6023,1.0665798
6024,1.0377189
6025,0.98931986
6030,0.9432239
6034,0.9958208
6035,1.0101115
6036,1.2740726
6038,0.9910799
6039,1.0115725
6040,0.98523396
6041,1.0758183
6042,1.1473552
6043,0.9608018
6046,1.0491619
6064,0.98399544
6069,1.1108481
6070,1.0730925
6071,0.8277433
6073,0.9768467
6074,0.9307218
6076,0.93690586
6085,0.98986787
6086,0.8777493
6088,0.90824735
6090,1.071674
6092,0.9048131
6094,0.9470574
6097,0.90951777
6098,1.0514771
6099,0.87170756
6100,0.9056216
6102,0.99394083
6104,1.0618999
6105,0.92699736
6106,0.958046
6107,0.89772564
6108,0.93424827
6109,0.8860225
6111,0.95861185
6112,0.94902104
6113,0.9299785
6114,0.83291113
6115,0.98238444
6118,1.09964
6122,1.1280366
6124,0.9306574
6125,0.946477
6126,0.9576331
6128,0.9138225
6131,1.0780488
6132,1.0828885
6133,1.0106431
6134,0.9715665
6136,0.8693678
6137,1.0078471
6138,1.0539379
6140,1.0717568
6142,0.99058914
6145,1.039412
6148,0.91415375
6149,1.1632438
6150,1.0929193
6151,0.99283093
6153,0.9435574
6154,0.9867318
